AA151023P00011500,20151008,0.77,0.77,0.77,0.77,66,108
AA151023P00013000,20151008,2.05,2.05,2.05,2.05,0,55
AA151030C00004500,20151008,4.95,4.95,4.95,4.95,0,41
AA151030C00005500,20151008,3.5,3.5,3.5,3.5,0,115
AA151030C00008000,20151008,1.74,1.74,1.74,1.74,0,58
AA151030C00008500,20151008,2.67,2.67,2.67,2.67,0,58
AA151030C00009000,20151008,1.99,1.99,1.99,1.99,14,204
AA151030C00009500,20151008,1.49,1.49,1.49,1.49,5,219
AA151030C00010000,20151008,1.28,1.28,1.28,1.28,30,1150
AA151030C00010500,20151008,0.84,0.84,0.84,0.84,106,1561
AA151030C00011000,20151008,0.54,0.54,0.54,0.54,207,2233
AA151030C00011500,20151008,0.33,0.33,0.33,0.33,51,571
AA151030C00012000,20151008,0.2,0.2,0.2,0.2,54,65
AA151030C00013500,20151008,0.01,0.01,0.01,0.01,0,1037
AA151030C00014000,20151008,0.01,0.01,0.01,0.01,5,5
AA151030P00006500,20151008,0.03,0.03,0.03,0.03,0,295
AA151030P00007000,20151008,0.06,0.06,0.06,0.06,0,10
AA151030P00007500,20151008,0.05,0.05,0.05,0.05,20,156
AA151030P00008000,20151008,0.09,0.09,0.09,0.09,0,1044
AA151030P00008500,20151008,0.12,0.12,0.12,0.12,0,159
AA151030P00009000,20151008,0.06,0.06,0.06,0.06,27,968
AA151030P00009500,20151008,0.11,0.11,0.11,0.11,45,586
AA151030P00010000,20151008,0.21,0.21,0.21,0.21,365,221
AA151030P00010500,20151008,0.31,0.31,0.31,0.31,48,132
AA151030P00011000,20151008,0.54,0.54,0.54,0.54,63,379
AA151030P00011500,20151008,0.82,0.82,0.82,0.82,40,83
AA151030P00012000,20151008,1.25,1.25,1.25,1.25,10,1
AA151106C00006000,20151008,3.35,3.35,3.35,3.35,0,5
AA151106C00006500,20151008,2.99,2.99,2.99,2.99,0,1
AA151106C00008500,20151008,1.72,1.72,1.72,1.72,0,1
AA151106C00009000,20151008,2.05,2.05,2.05,2.05,0,15
AA151106C00009500,20151008,1.66,1.66,1.66,1.66,100,182
AA151106C00010000,20151008,1.14,1.14,1.14,1.14,3,363
AA151106C00010500,20151008,0.88,0.88,0.88,0.88,23,417
AA151106C00011000,20151008,0.6,0.6,0.6,0.6,130,551
AA151106C00011500,20151008,0.39,0.39,0.39,0.39,148,78
AA151106C00012000,20151008,0.23,0.23,0.23,0.23,135,98
AA151106C00013000,20151008,0.1,0.1,0.1,0.1,0,6
AA151106C00013500,20151008,0.03,0.03,0.03,0.03,0,20
AA151106P00007500,20151008,0.05,0.05,0.05,0.05,20,21
AA151106P00008000,20151008,0.05,0.05,0.05,0.05,7,13
AA151106P00008500,20151008,0.1,0.1,0.1,0.1,5,1310
AA151106P00009000,20151008,0.09,0.09,0.09,0.09,13,27
AA151106P00009500,20151008,0.16,0.16,0.16,0.16,677,963
AA151106P00010000,20151008,0.26,0.26,0.26,0.26,164,212
AA151106P00010500,20151008,0.38,0.38,0.38,0.38,120,112
AA151106P00011000,20151008,0.65,0.65,0.65,0.65,29,57
AA151106P00011500,20151008,0.89,0.89,0.89,0.89,50,1000
AA151106P00012000,20151008,1.32,1.32,1.32,1.32,1,10
AA151106P00018000,20151008,7,7,7,7,0,182
AA151113C00009500,20151008,1.43,1.43,1.43,1.43,5,15
AA151113C00010000,20151008,1.07,1.07,1.07,1.07,17,183
AA151113C00010500,20151008,0.89,0.89,0.89,0.89,33,118
AA151113C00011000,20151008,0.66,0.66,0.66,0.66,39,277
AA151113C00011500,20151008,0.42,0.42,0.42,0.42,176,67
AA151113C00012000,20151008,0.24,0.24,0.24,0.24,89,12
AA151113C00012500,20151008,0.18,0.18,0.18,0.18,33,31
AA151113C00013000,20151008,0.1,0.1,0.1,0.1,5,1
AA151113C00014000,20151008,0.05,0.05,0.05,0.05,3,9
AA151113P00006000,20151008,0.02,0.02,0.02,0.02,0,2
AA151113P00007000,20151008,0.03,0.03,0.03,0.03,20,26
AA151113P00008000,20151008,0.21,0.21,0.21,0.21,0,16
AA151113P00009000,20151008,0.2,0.2,0.2,0.2,0,255
AA151113P00009500,20151008,0.16,0.16,0.16,0.16,44,14
AA151113P00010000,20151008,0.25,0.25,0.25,0.25,58,77
AA151113P00011000,20151008,0.6,0.6,0.6,0.6,16,105
AA151113P00011500,20151008,0.94,0.94,0.94,0.94,189,14
AA151113P00012000,20151008,1.28,1.28,1.28,1.28,19,11
AA151113P00012500,20151008,2.85,2.85,2.85,2.85,0,13
AA151113P00018000,20151008,7,7,7,7,0,182
AA151120C00003000,20151008,6.84,6.84,6.84,6.84,0,5
AA151120C00004000,20151008,5.35,5.35,5.35,5.35,0,76
AA151120C00006000,20151008,4.9,4.9,4.9,4.9,0,10
AA151120C00007000,20151008,3.96,3.96,3.96,3.96,0,176
AA151120C00008000,20151008,3.03,3.03,3.03,3.03,15,278
AA151120C00009000,20151008,2.16,2.16,2.16,2.16,78,1818
AA151120C00010000,20151008,1.26,1.26,1.26,1.26,551,7576
AA151120C00011000,20151008,0.68,0.68,0.68,0.68,2101,18888
AA151120C00012000,20151008,0.3,0.3,0.3,0.3,4989,8335
AA151120C00013000,20151008,0.14,0.14,0.14,0.14,100,1717
AA151120C00014000,20151008,0.08,0.08,0.08,0.08,107,434
AA151120C00015000,20151008,0.03,0.03,0.03,0.03,2,737
AA151120C00016000,20151008,0.02,0.02,0.02,0.02,0,127
AA151120P00003000,20151008,0.01,0.01,0.01,0.01,0,28
AA151120P00004000,20151008,0.01,0.01,0.01,0.01,0,20
AA151120P00005000,20151008,0.03,0.03,0.03,0.03,0,50
AA151120P00006000,20151008,0.01,0.01,0.01,0.01,8,125
AA151120P00007000,20151008,0.09,0.09,0.09,0.09,0,1681
AA151120P00008000,20151008,0.06,0.06,0.06,0.06,17,3015
AA151120P00009000,20151008,0.12,0.12,0.12,0.12,9201,26530
AA151120P00010000,20151008,0.32,0.32,0.32,0.32,9095,7139
AA151120P00011000,20151008,0.7,0.7,0.7,0.7,1272,3026
AA151120P00012000,20151008,1.29,1.29,1.29,1.29,169,2210
AA151120P00013000,20151008,3.25,3.25,3.25,3.25,0,186
AA151120P00016000,20151008,6.67,6.67,6.67,6.67,0,15
AA151120P00019000,20151008,8.37,8.37,8.37,8.37,0,12
AA151218C00006000,20151008,5,5,5,5,0,21
AA151218C00007000,20151008,3.9,3.9,3.9,3.9,0,10
AA151218C00008000,20151008,2.74,2.74,2.74,2.74,25,41
AA151218C00009000,20151008,2.17,2.17,2.17,2.17,68,778
AA151218C00010000,20151008,1.43,1.43,1.43,1.43,211,1375
AA151218C00011000,20151008,0.81,0.81,0.81,0.81,448,1138
AA151218C00012000,20151008,0.43,0.43,0.43,0.43,275,1867
AA151218C00013000,20151008,0.22,0.22,0.22,0.22,18,246
AA151218C00014000,20151008,0.1,0.1,0.1,0.1,317,106
AA151218C00015000,20151008,0.05,0.05,0.05,0.05,3,33
AA151218C00025000,20151008,3.2,3.2,3.2,3.2,0,120
AA151218C00030000,20151008,1.53,1.53,1.53,1.53,0,232
AA151218P00006000,20151008,0.03,0.03,0.03,0.03,0,371
AA151218P00007000,20151008,0.04,0.04,0.04,0.04,3,5017
AA151218P00008000,20151008,0.08,0.08,0.08,0.08,25,5421
AA151218P00009000,20151008,0.21,0.21,0.21,0.21,251,1748
AA151218P00010000,20151008,0.43,0.43,0.43,0.43,1860,1741
AA151218P00011000,20151008,0.8,0.8,0.8,0.8,82,219
AA151218P00012000,20151008,1.48,1.48,1.48,1.48,3,190
AA151218P00013000,20151008,2.4,2.4,2.4,2.4,2,68
AA151218P00016000,20151008,6.54,6.54,6.54,6.54,0,125
AA151218P00025000,20151008,0.98,0.98,0.98,0.98,0,41
AA151218P00040000,20151008,14.65,14.65,14.65,14.65,0,50
AA160115C00002000,20151008,7.35,7.35,7.35,7.35,0,1
AA160115C00003000,20151008,6.65,6.65,6.65,6.65,0,14
AA160115C00004000,20151008,5.6,5.6,5.6,5.6,0,52
AA160115C00005000,20151008,6,6,6,6,10,1596
AA160115C00006000,20151008,4.88,4.88,4.88,4.88,30,630
AA160115C00007000,20151008,4.05,4.05,4.05,4.05,84,4841
AA160115C00008000,20151008,3.05,3.05,3.05,3.05,55,2078
AA160115C00009000,20151008,2.3,2.3,2.3,2.3,53,11428
AA160115C00010000,20151008,1.53,1.53,1.53,1.53,1120,46641
AA160115C00011000,20151008,0.98,0.98,0.98,0.98,1051,14612
AA160115C00012000,20151008,0.55,0.55,0.55,0.55,2821,31146
AA160115C00013000,20151008,0.34,0.34,0.34,0.34,598,12310
AA160115C00014000,20151008,0.18,0.18,0.18,0.18,124,7419
AA160115C00015000,20151008,0.11,0.11,0.11,0.11,614,38078
AA160115C00016000,20151008,0.05,0.05,0.05,0.05,0,1518
AA160115C00017000,20151008,0.05,0.05,0.05,0.05,10,37407
AA160115C00018000,20151008,0.05,0.05,0.05,0.05,0,750
AA160115C00019000,20151008,0.01,0.01,0.01,0.01,0,283
AA160115C00020000,20151008,0.03,0.03,0.03,0.03,0,15821
AA160115C00021000,20151008,0.04,0.04,0.04,0.04,0,117
AA160115C00022000,20151008,0.02,0.02,0.02,0.02,8,5539
AA160115C00023000,20151008,0.02,0.02,0.02,0.02,0,44
AA160115C00025000,20151008,0.01,0.01,0.01,0.01,0,1579
AA160115P00002000,20151008,0.01,0.01,0.01,0.01,0,29
AA160115P00003000,20151008,0.02,0.02,0.02,0.02,0,2187
AA160115P00004000,20151008,0.02,0.02,0.02,0.02,0,11
AA160115P00005000,20151008,0.05,0.05,0.05,0.05,0,1431
AA160115P00006000,20151008,0.04,0.04,0.04,0.04,0,6146
AA160115P00007000,20151008,0.07,0.07,0.07,0.07,10,15195
AA160115P00008000,20151008,0.14,0.14,0.14,0.14,1178,9672
AA160115P00009000,20151008,0.3,0.3,0.3,0.3,693,11188
AA160115P00010000,20151008,0.55,0.55,0.55,0.55,736,38658
AA160115P00011000,20151008,0.96,0.96,0.96,0.96,2655,8226
AA160115P00012000,20151008,1.51,1.51,1.51,1.51,5,44456
AA160115P00013000,20151008,2.35,2.35,2.35,2.35,58,3962
AA160115P00014000,20151008,3.15,3.15,3.15,3.15,10,3427
AA160115P00015000,20151008,4.16,4.16,4.16,4.16,0,36849
AA160115P00016000,20151008,5.2,5.2,5.2,5.2,51,368
AA160115P00017000,20151008,6.05,6.05,6.05,6.05,1,2856
AA160115P00018000,20151008,5.8,5.8,5.8,5.8,0,47
AA160115P00019000,20151008,9.44,9.44,9.44,9.44,0,63
AA160115P00020000,20151008,9.2,9.2,9.2,9.2,0,2748
AA160115P00021000,20151008,11.7,11.7,11.7,11.7,0,89
AA160115P00022000,20151008,12.95,12.95,12.95,12.95,0,1471
AA160115P00023000,20151008,13.95,13.95,13.95,13.95,0,96
AA160115P00025000,20151008,15.58,15.58,15.58,15.58,0,289
AA160318C00017500,20151008,9.05,9.05,9.05,9.05,0,129
AA160318C00020000,20151008,6.4,6.4,6.4,6.4,0,12
AA160318C00022500,20151008,5.3,5.3,5.3,5.3,0,40
AA160318C00025000,20151008,4.75,4.75,4.75,4.75,0,120
AA160318C00030000,20151008,2.46,2.46,2.46,2.46,0,120
AA160318C00035000,20151008,1.54,1.54,1.54,1.54,0,163
AA160318P00020000,20151008,0.57,0.57,0.57,0.57,0,41
AA160318P00022500,20151008,1.43,1.43,1.43,1.43,0,80
AA160318P00025000,20151008,2.11,2.11,2.11,2.11,0,111
AA160318P00030000,20151008,4.25,4.25,4.25,4.25,0,202
AA160318P00040000,20151008,13.7,13.7,13.7,13.7,0,30
AA160318P00045000,20151008,17,17,17,17,0,115
AA160415C00003000,20151008,5.22,5.22,5.22,5.22,0,80
AA160415C00005000,20151008,6,6,6,6,0,22
AA160415C00006000,20151008,3.65,3.65,3.65,3.65,0,1
AA160415C00007000,20151008,2.65,2.65,2.65,2.65,0,88
AA160415C00008000,20151008,2.19,2.19,2.19,2.19,0,199
AA160415C00009000,20151008,2.5,2.5,2.5,2.5,15,533
AA160415C00010000,20151008,1.85,1.85,1.85,1.85,49,21620
AA160415C00011000,20151008,1.28,1.28,1.28,1.28,47,450
AA160415C00012000,20151008,0.88,0.88,0.88,0.88,63,1504
AA160415C00013000,20151008,0.6,0.6,0.6,0.6,31,2406
AA160415C00014000,20151008,0.41,0.41,0.41,0.41,0,682
AA160415C00015000,20151008,0.25,0.25,0.25,0.25,1,25
AA160415C00016000,20151008,0.2,0.2,0.2,0.2,10,204
AA160415C00019000,20151008,0.08,0.08,0.08,0.08,0,4
AA160415P00004000,20151008,0.04,0.04,0.04,0.04,0,37
AA160415P00005000,20151008,0.1,0.1,0.1,0.1,0,10
AA160415P00006000,20151008,0.23,0.23,0.23,0.23,0,17
AA160415P00007000,20151008,0.16,0.16,0.16,0.16,0,2310
AA160415P00008000,20151008,0.32,0.32,0.32,0.32,60,357
AA160415P00009000,20151008,0.56,0.56,0.56,0.56,202,543
AA160415P00010000,20151008,0.82,0.82,0.82,0.82,31,211
AA160415P00011000,20151008,1.26,1.26,1.26,1.26,130,226
AA160415P00012000,20151008,1.88,1.88,1.88,1.88,20,632
AA160415P00013000,20151008,2.67,2.67,2.67,2.67,15,300
AA160415P00014000,20151008,3.99,3.99,3.99,3.99,0,53
AA160415P00015000,20151008,4.45,4.45,4.45,4.45,0,225
AA160415P00016000,20151008,6.6,6.6,6.6,6.6,0,40
AA160415P00017000,20151008,7.57,7.57,7.57,7.57,0,31
AA160415P00018000,20151008,7.32,7.32,7.32,7.32,0,10
AA160415P00019000,20151008,8.2,8.2,8.2,8.2,0,11
AA160617C00005000,20151008,4.6,4.6,4.6,4.6,0,2
AA160617C00006000,20151008,4.6,4.6,4.6,4.6,0,5
AA160617C00007000,20151008,4.2,4.2,4.2,4.2,5,170
AA160617C00008000,20151008,1.75,1.75,1.75,1.75,0,1
AA160617C00009000,20151008,2.7,2.7,2.7,2.7,10,84
AA160617C00010000,20151008,1.91,1.91,1.91,1.91,5,501
AA160617C00011000,20151008,1.42,1.42,1.42,1.42,0,67
AA160617C00012000,20151008,1.09,1.09,1.09,1.09,32,243
AA160617C00013000,20151008,0.76,0.76,0.76,0.76,2,525
AA160617C00014000,20151008,0.55,0.55,0.55,0.55,0,45
AA160617C00015000,20151008,0.43,0.43,0.43,0.43,0,255
AA160617C00016000,20151008,0.29,0.29,0.29,0.29,0,30
AA160617C00017000,20151008,0.18,0.18,0.18,0.18,0,10
AA160617P00006000,20151008,0.15,0.15,0.15,0.15,0,1012
AA160617P00007000,20151008,0.44,0.44,0.44,0.44,0,249
AA160617P00008000,20151008,0.43,0.43,0.43,0.43,62,373
AA160617P00009000,20151008,0.67,0.67,0.67,0.67,2,89
AA160617P00010000,20151008,1.02,1.02,1.02,1.02,53,304
AA160617P00011000,20151008,1.8,1.8,1.8,1.8,0,42
AA160617P00012000,20151008,2.05,2.05,2.05,2.05,4,53
AA160617P00013000,20151008,3.13,3.13,3.13,3.13,0,31
AA160617P00015000,20151008,4.45,4.45,4.45,4.45,1,119
AA170120C00005000,20151008,6.2,6.2,6.2,6.2,137,2502
AA170120C00008000,20151008,3.81,3.81,3.81,3.81,112,7504
AA170120C00010000,20151008,2.61,2.61,2.61,2.61,340,27123
AA170120C00013000,20151008,1.31,1.31,1.31,1.31,505,21626
AA170120C00015000,20151008,0.85,0.85,0.85,0.85,528,23814
AA170120C00017000,20151008,0.6,0.6,0.6,0.6,5107,38315
AA170120C00020000,20151008,0.35,0.35,0.35,0.35,40,5559
AA170120C00022000,20151008,0.25,0.25,0.25,0.25,0,1940
AA170120C00025000,20151008,0.15,0.15,0.15,0.15,0,1733
AA170120C00027000,20151008,0.15,0.15,0.15,0.15,0,374
AA170120C00030000,20151008,0.05,0.05,0.05,0.05,0,1666
AA170120P00005000,20151008,0.27,0.27,0.27,0.27,0,3109
AA170120P00008000,20151008,0.78,0.78,0.78,0.78,16,8223
AA170120P00010000,20151008,1.6,1.6,1.6,1.6,155,34845
AA170120P00013000,20151008,3.33,3.33,3.33,3.33,50,18010
AA170120P00015000,20151008,5,5,5,5,26,5560
AA170120P00017000,20151008,6.5,6.5,6.5,6.5,0,2725
AA170120P00020000,20151008,9.4,9.4,9.4,9.4,0,1547
AA170120P00022000,20151008,12.25,12.25,12.25,12.25,0,219
AA170120P00025000,20151008,15.4,15.4,15.4,15.4,0,128
AA170120P00027000,20151008,13.55,13.55,13.55,13.55,0,66
AA170120P00030000,20151008,20.4,20.4,20.4,20.4,0,164
AA180119C00003000,20151008,7.1,7.1,7.1,7.1,0,4
AA180119C00005000,20151008,6.45,6.45,6.45,6.45,80,285
AA180119C00007000,20151008,4.65,4.65,4.65,4.65,0,425
AA180119C00010000,20151008,3.2,3.2,3.2,3.2,78,734
AA180119C00012000,20151008,2.2,2.2,2.2,2.2,2,821
AA180119C00015000,20151008,1.45,1.45,1.45,1.45,0,1296
AA180119C00017000,20151008,1.17,1.17,1.17,1.17,0,274
AA180119C00020000,20151008,0.75,0.75,0.75,0.75,16,68
AA180119P00005000,20151008,0.5,0.5,0.5,0.5,0,213
AA180119P00007000,20151008,0.81,0.81,0.81,0.81,2,304
AA180119P00010000,20151008,2,2,2,2,0,837
AA180119P00012000,20151008,3.3,3.3,3.3,3.3,0,1398
AA180119P00015000,20151008,5.2,5.2,5.2,5.2,0,274
AA180119P00017000,20151008,6.9,6.9,6.9,6.9,11,420
AA180119P00020000,20151008,10.1,10.1,10.1,10.1,0,7
AAC151016C00017500,20151008,7.5,7.5,7.5,7.5,0,4
AAC151016C00020000,20151008,8,8,8,8,0,10
AAC151016C00022500,20151008,4,4,4,4,0,76
AAC151016C00025000,20151008,3.15,3.15,3.15,3.15,0,111
AAC151016C00030000,20151008,0.6,0.6,0.6,0.6,0,42
AAC151016P00015000,20151008,1,1,1,1,0,6
AAC151016P00017500,20151008,0.2,0.2,0.2,0.2,0,210
AAC151016P00020000,20151008,0.6,0.6,0.6,0.6,0,225
AAC151016P00022500,20151008,1.55,1.55,1.55,1.55,0,210
AAC151016P00025000,20151008,1.9,1.9,1.9,1.9,0,50
AAC151120C00022500,20151008,3.6,3.6,3.6,3.6,0,60
AAC151120C00025000,20151008,4.3,4.3,4.3,4.3,3,3
AAC151120C00030000,20151008,1.15,1.15,1.15,1.15,0,1
AAC151120C00035000,20151008,1.4,1.4,1.4,1.4,0,10
AAC151120P00017500,20151008,1,1,1,1,0,1
AAC151120P00020000,20151008,1.5,1.5,1.5,1.5,0,1
AAC151120P00022500,20151008,3.6,3.6,3.6,3.6,0,5
AAC151218C00015000,20151008,10.36,10.36,10.36,10.36,0,2
AAC151218C00017500,20151008,3.99,3.99,3.99,3.99,0,6
AAC151218C00020000,20151008,3.8,3.8,3.8,3.8,0,75
AAC151218C00022500,20151008,4.1,4.1,4.1,4.1,0,27
AAC151218C00025000,20151008,5.3,5.3,5.3,5.3,0,143
AAC151218C00030000,20151008,2.75,2.75,2.75,2.75,0,203
AAC151218C00035000,20151008,1,1,1,1,3,56
AAC151218C00040000,20151008,0.65,0.65,0.65,0.65,0,418
AAC151218C00045000,20151008,0.5,0.5,0.5,0.5,0,181
AAC151218C00050000,20151008,0.25,0.25,0.25,0.25,0,131
AAC151218P00010000,20151008,0.75,0.75,0.75,0.75,0,64
AAC151218P00012500,20151008,0.49,0.49,0.49,0.49,0,89
AAC151218P00015000,20151008,1.41,1.41,1.41,1.41,0,54
AAC151218P00017500,20151008,1,1,1,1,0,71
AAC151218P00020000,20151008,2.55,2.55,2.55,2.55,0,13
AAC151218P00022500,20151008,2.05,2.05,2.05,2.05,0,305
AAC151218P00025000,20151008,5.9,5.9,5.9,5.9,0,17
AAC151218P00030000,20151008,9.4,9.4,9.4,9.4,0,98
AAC151218P00035000,20151008,9.2,9.2,9.2,9.2,0,51
AAC151218P00040000,20151008,18.6,18.6,18.6,18.6,0,14
AAC151218P00050000,20151008,26.3,26.3,26.3,26.3,0,2
AAC160318C00017500,20151008,7.7,7.7,7.7,7.7,0,11
AAC160318C00022500,20151008,4.6,4.6,4.6,4.6,0,26
AAC160318C00025000,20151008,4,4,4,4,0,323
AAC160318C00030000,20151008,4.5,4.5,4.5,4.5,0,42
AAC160318C00035000,20151008,2.1,2.1,2.1,2.1,0,3
AAC160318C00045000,20151008,3.59,3.59,3.59,3.59,0,20
AAC160318P00015000,20151008,2,2,2,2,0,14
AAC160318P00020000,20151008,3.6,3.6,3.6,3.6,0,3
AAC160318P00022500,20151008,5.3,5.3,5.3,5.3,0,5
AAC160318P00025000,20151008,5,5,5,5,0,15
AAC160318P00030000,20151008,10.3,10.3,10.3,10.3,0,29
AAC160318P00035000,20151008,18.3,18.3,18.3,18.3,0,19
AAC160318P00040000,20151008,20,20,20,20,0,10
AAL151009C00030000,20151008,8.8,8.8,8.8,8.8,0,39
